"2.1457672119140625e-06","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
64	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17724	/root/.multichain/chain1
"
"5.236391305923462","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
64	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17724	/root/.multichain/chain1
"
"10.21490740776062","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
64	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17724	/root/.multichain/chain1
"
"15.126895189285278","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
68	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17732	/root/.multichain/chain1
"
"20.040225744247437","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
68	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17732	/root/.multichain/chain1
"
"25.27152180671692","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
68	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17732	/root/.multichain/chain1
"
"30.14209294319153","20	/root/.multichain/chain1/permissions.db
32	/root/.multichain/chain1/wallet/txs.db
68	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
4	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
4	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
4	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
24	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
72	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
17732	/root/.multichain/chain1
"
"35.408408880233765","24	/root/.multichain/chain1/permissions.db
36	/root/.multichain/chain1/wallet/txs.db
80	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
1028	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
4	/root/.multichain/chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed
1028	/root/.multichain/chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006
1028	/root/.multichain/chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471
4	/root/.multichain/chain1/chunks/data/source
3096	/root/.multichain/chain1/chunks/data
20	/root/.multichain/chain1/chunks/collect.db
3144	/root/.multichain/chain1/chunks
20	/root/.multichain/chain1/chainstate
20816	/root/.multichain/chain1
"
"40.14234685897827","24	/root/.multichain/chain1/permissions.db
36	/root/.multichain/chain1/wallet/txs.db
80	/root/.multichain/chain1/wallet
20	/root/.multichain/chain1/blocks/index
17432	/root/.multichain/chain1/blocks
36	/root/.multichain/chain1/database
20	/root/.multichain/chain1/entities.db
20	/root/.multichain/chain1/chunks/chunks.db
1028	/root/.multichain/chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7
